EAR,MAR,TIME
0.2429524950738557,0.5099019513592784,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.3053043532018862,0.3,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.3053043532018862,0.3,22:03
0.2940979895565279,0.24120226591665966,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.3053043532018862,0.3,22:03
0.2940979895565279,0.24120226591665966,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.3053043532018862,0.3,22:03
0.2940979895565279,0.24120226591665966,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
0.24617603405725136,0.5,22:03
0.24518968145691117,0.5033006504530928,22:03
0.2742294321053938,0.4087099057920388,22:03
0.3053043532018862,0.3,22:03
0.2940979895565279,0.24120226591665966,22:03
0.2277424398324758,0.4407375046403482,22:03
0.2429524950738557,0.5099019513592784,22:03
0.24114059487200842,0.5393927347963668,22:03
0.2659118974735565,0.5099019513592784,22:03
0.2071750273453965,0.47737148842677424,22:03
0.20679870037100395,0.9370256758758279,22:03
0.2698440378436068,0.3707701875205887,22:03
